Subdiv,Year,Sales,Median Sold Price,Avg.SP,Median DOM,Avg.DOM,Median.SP.OLP,Median.SP.LP
Indian Field,2011,7,260000,284492.8571,54,70.71428571,0.937621562,0.964418405
Indian Field,2012,1,434137,434137,7,7,1.000315668,1.000315668
Indian Field,2013,2,275250,275250,6.5,6.5,0.924837758,0.924837758
Iron Gates,2010,2,329500,329500,65.5,65.5,0.941048943,0.963497556
Iron Gates,2011,2,335000,335000,200,200,0.875597847,0.938736789
Iron Gates,2012,1,312000,312000,151,151,0.917917034,0.93162138
Iron Gates,2013,2,373400,373400,7.5,7.5,1.00926986,1.002857959
Iron Hill,2010,1,115000,115000,69,69,0.547879943,0.885296382
Isaacs Ests,2013,1,185000,185000,194,194,0.74,0.770833333
Ivy Ridge,2010,6,173750,168566.6667,21.5,33.33333333,0.991573034,1
Ivy Ridge,2011,3,126000,123666.6667,50,180.6666667,0.90681676,0.969976905
Ivy Ridge,2012,4,137500,145200,59.5,127,0.890488069,0.948273355
Ivy Ridge,2013,3,173900,173566.6667,42,69.66666667,0.933722628,0.983710098
Jacquette Square,2012,1,52000,52000,56,56,1.158129176,1.158129176
Jamestown,2012,1,239900,239900,173,173,1.00376569,1.00376569
Jamestowne,2010,2,209110,209110,143.5,143.5,0.963231927,1.002077496
Jamestowne,2011,2,206000,206000,122,122,0.893698066,0.913602708
Jamestowne,2013,2,233700,233700,100,100,0.96373489,0.973404255
Jarrell Farms,2012,1,292500,292500,192,192,0.835953129,0.97826087
Jefferson Farms,2010,21,169900,161698.8095,69,103.8095238,0.928571429,0.97665555
Jefferson Farms,2011,10,167500,153850,60,93,0.946029687,0.980849339
Jefferson Farms,2012,18,160750,153205.5556,45,65.66666667,1,1
Jefferson Farms,2013,25,140000,133695.2,51,88.48,0.954773869,0.971159506
Jennys Run,2010,6,245000,242750,61.5,69,0.955581231,0.970776698
Jennys Run,2011,3,217500,216166.6667,69,59.66666667,0.941422594,0.946063506
Jennys Run,2012,3,245900,237466.6667,5,6,0.984538427,0.984538427
Jennys Run,2013,2,248000,248000,52,52,0.954788597,0.973536009
Jillians Way,2010,3,322887,339183.6667,69,118,1,1
Jillians Way,2011,1,279900,279900,134,134,0.933311104,1
Jillians Way,2012,1,309900,309900,134,134,1,1
Jillians Way,2013,2,325450,325450,345.5,345.5,1,1
Justison Landing,2010,1,137500,137500,190,190,0.472508591,0.916666667
Justison Landing,2011,3,220000,231046.6667,197,155.6666667,1,1
Justison Landing,2012,8,209700,219293.75,3.5,29.75,1,1
Justison Landing,2013,47,194900,210808.5106,3,27.17021277,1,1
Kathleen Knoll,2010,4,144250,136850,82,105.25,0.985945981,0.971877236
Kathleen Knoll,2013,1,155000,155000,241,241,0.950920245,1
Kendall,2013,1,633000,633000,55,55,0.989217065,0.989217065
Kenilworth,2010,2,139500,139500,98,98,0.810937335,0.933372503
Kenilworth,2011,2,172500,172500,236.5,236.5,0.843398445,0.975675676
Kenilworth,2012,4,153950,147475,33.5,64,0.89739178,0.991139241
Kenilworth,2013,2,160450,160450,183.5,183.5,0.952291087,0.984677924
Kensington,2010,2,212500,212500,24.5,24.5,0.977626948,0.977626948
Kensington,2011,1,240000,240000,34,34,0.960384154,0.960384154
Kensington,2012,1,251700,251700,76,76,0.971814672,0.971814672
Kensington,2013,2,252250,252250,73,73,0.970565602,0.989965436
Kentbourne,2013,1,174900,174900,19,19,1,1
Kershaw Acres,2010,1,280000,280000,20,20,0.939597315,0.939597315
Kershaw Acres,2012,1,204999,204999,170,170,0.854518549,0.999995122
Keystone,2011,1,193000,193000,223,223,0.919047619,0.965482741
Keystone,2013,3,172000,167916.6667,125,127.6666667,0.882503848,0.999152063
Kiamensi,2010,1,179987,179987,53,53,0.9473,1
Kiamensi Gardens,2010,6,180450,157633.3333,129.5,149.8333333,0.871208379,0.975235771
Kiamensi Gardens,2011,7,130000,123457,129,168,0.861428571,0.92
Kiamensi Gardens,2012,15,129900,136900,101,85.33333333,0.964745117,0.988654521
Kiamensi Gardens,2013,8,157500,159725,49,84.75,0.937591724,0.985223995
Kiamensi Heights,2012,2,181450,181450,15,15,0.977272727,0.977272727
Kiamensi Hgts,2012,1,103650,103650,17,17,0.971870605,0.971870605
Kiamensi Manor,2010,1,225000,225000,97,97,0.957854406,0.978686385
Kimberly Chase,2010,1,470000,470000,8,8,0.969072165,0.969072165
Kimberly Chase,2011,1,358000,358000,195,195,0.862650602,0.954666667
Kimberton,2011,1,116000,116000,202,202,0.859896219,0.967472894
Kimberton,2012,1,52000,52000,78,78,0.694259012,0.866666667
Kimberton,2013,1,55000,55000,14,14,0.888529887,0.888529887
Kings Croft,2010,2,184750,184750,49.5,49.5,0.899047165,0.98389565
Kings Croft,2011,1,148000,148000,138,138,0.779357557,1.000676133
Kings Croft,2012,3,143000,147666.6667,106,114,0.923787529,0.969044415
Kings Croft,2013,9,209900,204622.2222,28,73,0.958866037,0.986277873
Kingsridge,2010,3,285000,283333.3333,101,112,0.863898151,0.962264151
Kingsridge,2011,4,273475,281362.5,91,127.25,0.925957163,0.95153688
Kingsridge,2012,7,265000,257428.5714,71,135.2857143,0.93135564,0.964749536
Kingsridge,2013,6,262450,267150,53,50.5,0.950166668,0.974709759
Kingston Acres,2012,2,252450,252450,68.5,68.5,0.948990306,0.992487479
Kingston Acres,2013,2,267500,267500,61.5,61.5,0.963961039,0.973065421
Kirkwood Gardens,2010,7,152000,149142.8571,117,180.7142857,0.88372093,0.950594121
Kirkwood Gardens,2011,3,157000,152966.6667,169,173,0.826750922,0.981863665
Kirkwood Gardens,2012,7,148000,134857.1429,82,110.5714286,0.925578487,0.955455132
Kirkwood Gardens,2013,4,147750,158125,31.5,72.75,0.960745385,0.960745385
Kirkwood Gdns,2010,1,150000,150000,8,8,1.000667111,1.000667111
Kirkwood Gdns,2012,1,136000,136000,7,7,1.007407407,1.007407407
Kirkwood Knoll,2011,1,249500,249500,13,13,0.959984609,0.959984609
Kirkwood Knoll,2012,2,236250,236250,19,19,0.984785327,0.984785327
Kirkwood Knoll,2013,1,267000,267000,6,6,0.992565056,0.992565056
Klair Estates,2010,5,178000,164200,102,88.6,0.776424532,0.892946473
Klair Estates,2011,5,200000,183600,46,89,0.930665426,1.00050025
Klair Estates,2012,10,171000,175690,47,78.1,0.948233116,0.968591769
Klair Estates,2013,7,173000,164271.4286,29,57.57142857,0.961645359,0.961645359
Knightsbridge Ests,2012,1,410000,410000,37,37,0.867724868,0.953710165
Knollwood,2010,2,45950,45950,90,90,0.610508381,0.846334423
Knollwood,2011,4,37000,40875,395,488,0.680168776,0.898727128
Knollwood,2012,3,39000,49666.66667,71,115.3333333,0.614035088,0.877192982
Knollwood,2013,3,106000,86966.66667,77,64.66666667,0.884070058,0.884070058
L Hermitage,2010,1,2950000,2950000,575,575,0.797297297,0.907692308
L Hermitage,2013,1,1690000,1690000,103,103,0.913513514,0.913513514
La Grange,2012,6,390800,371879.1667,198.5,165.1666667,1.043368807,1.028209117
La Grange,2013,5,261500,259805,109,157.4,1.05306339,1.03200128
Lakecroft Ii,2010,1,90000,90000,62,62,0.797165633,0.87804878
Lakecroft Ii,2011,2,100950,100950,69.5,69.5,0.936775553,0.936775553
Lakecroft Ii,2012,1,65250,65250,56,56,0.816645807,0.871161549
Lakecroft Ii,2013,1,125000,125000,9,9,1.000800641,1.000800641
Lakeside,2010,3,306000,310333.3333,23,77.66666667,0.983870968,0.983870968
Lakeside,2011,15,288000,271760,123,142.5333333,0.923076923,0.966988996
Lakeside,2012,11,275000,266590.9091,46,97.27272727,0.95,0.964912281
Lakeside,2013,6,303000,302933.3333,125.5,155.5,0.9984995,0.981186743
Lakeside At Rivers,2010,1,161000,161000,17,17,0.975757576,0.975757576
Lakewood Farm,2010,2,642500,642500,15,15,0.98853729,0.967435142
Lakewood Farm,2012,1,505000,505000,448,448,0.87826087,0.963740458
Lakewood Farm,2013,1,475000,475000,46,46,0.957854406,0.977567401
Lamatan,2010,1,351500,351500,60,60,0.937333333,1.004285714
Lamatan,2011,1,357500,357500,114,114,0.91690177,0.979720471
Lamatan,2013,2,318750,318750,95.5,95.5,0.885502108,0.959090393
Lamatan Ii,2010,1,330000,330000,184,184,0.943126608,0.943126608
Lamatan Ii,2012,3,347000,351666.6667,47,59.33333333,0.991711918,0.991711918
Lamatan Ii,2013,2,310000,310000,150,150,0.873808897,0.927295971
Lambeth Riding,2012,3,440000,526333.3333,251,250,0.912863071,0.948275862
Lambeth Riding,2013,2,472000,472000,58.5,58.5,0.966602104,0.967653824
Lancashire,2010,3,260000,276666.6667,18,24,0.987460815,0.987460815
Lancashire,2011,6,262000,251583.3333,89,109.1666667,0.937854768,0.995535714
Lancashire,2012,3,268500,278833.3333,42,53.66666667,0.963076923,0.963076923
Lancashire,2013,4,261000,270643.75,65.5,106.75,0.929237463,0.96052766
Lancaster Village,2010,4,175250,177625,57,74.5,0.851785714,0.98240498
Lancaster Village,2011,1,186250,186250,154,154,0.887327299,0.931715858
Lancaster Village,2012,7,169900,158771.4286,22,63.14285714,0.964467005,0.976781425
Lancaster Village,2013,7,178000,182414.2857,56,78.28571429,0.940625,0.985882353
Landers Park,2010,2,150000,150000,41,41,0.950225113,0.973933649
Landers Park,2011,1,185000,185000,19,19,0.974196946,0.974196946
Landers Park,2012,1,178500,178500,16,16,0.992217899,0.992217899
Landers Park,2013,1,125000,125000,59,59,1,1.016260163
Larchmont,2011,1,517500,517500,13,13,0.96728972,0.96728972
Latimer Ests,2010,1,199900,199900,111,111,0.952358266,1
Latimer Ests,2013,3,155000,135333.3333,119,184.3333333,0.867148416,0.923226433
Latimere Estates,2010,1,190000,190000,10,10,0.950475238,0.950475238
Lauras Glen,2011,1,334000,334000,93,93,1.113704568,1.113704568
Lauras Glen,2012,1,290000,290000,128,128,0.878787879,0.966988996
Lauras Glen,2013,1,395000,395000,760,760,0.975308642,0.975308642
Laurel Creek,2011,2,245000,245000,246,246,0.903494359,0.938431971
Laurel Creek,2012,1,229000,229000,70,70,0.916366547,0.954564402
Laurel Glen,2011,1,255000,255000,257,257,0.803149606,0.944794368
Laurel Ridge,2012,1,799000,799000,16,16,1,1
Laurel Village,2013,1,225000,225000,159,159,0.937890788,0.957854406
Lauren Farms,2010,2,254500,254500,215,215,0.561940847,1.012102584
Lauren Farms,2012,1,240000,240000,12,12,1.021276596,1.021276596
Le Parc,2011,1,67100,67100,71,71,1.001492537,1.001492537
Le Parc,2012,1,79000,79000,146,146,0.878754171,0.98873592
Le Parc,2013,2,80650,80650,77.5,77.5,0.735878793,0.95045045
Lea Eara Farms,2011,4,326250,320600,57,59.75,0.964046122,0.970975575
Lea Eara Farms,2012,5,320000,315160,35,38.8,0.951428571,0.99333111
Lea Eara Farms,2013,6,341000,338483.3333,25,114.8333333,0.981542756,0.991173136
Leedom Estates,2010,6,102500,104566.6667,85.5,104,0.877378103,0.919558741
Leedom Estates,2011,4,136950,133799.75,49.5,64,0.979052171,1
Leedom Estates,2012,6,102187.5,99160.66667,95,97.16666667,0.969516741,0.991792115
Leedom Estates,2013,8,121700,109262.5,34,65,1,1
Legacy at Odessa Nat,2012,1,263000,263000,417,417,0.773529412,0.956363636
Legacy at Odessa Nat,2013,4,297900,290425,159,141.25,0.944314405,0.99333111
Legacy Vil FoxMeadow,2013,3,321964,307818.3333,167,147.3333333,1.287907516,1.262653437
Lenderman Heights,2010,1,165000,165000,53,53,0.785714286,0.926966292
Lexington Square,2010,1,230000,230000,42,42,0.978723404,0.978723404
Lexington Square,2011,1,200000,200000,56,56,0.913242009,0.913659205
Lexington Square,2013,3,200000,208300,12,25,1,1
Liftwood,2010,3,287000,306333.3333,108,150.6666667,0.919354839,0.978843441
Liftwood,2011,1,350000,350000,32,32,0.921295078,0.921295078
Liftwood,2012,2,277500,277500,441.5,441.5,0.832985646,0.86061941
Liftwood,2013,2,344950,344950,30,30,0.987106017,0.987106017
Liftwood Estates,2010,2,263500,263500,132,132,0.899409662,0.933960365
Liftwood Estates,2011,3,268950,248816.6667,35,33,0.960878885,0.960878885
Liftwood Estates,2012,5,289900,300980,56,84.6,0.977835724,0.977835724
Liftwood Estates,2013,2,385000,385000,11.5,11.5,0.980739319,0.980739319
Limerick,2010,2,583000,583000,164.5,164.5,1.071321489,1.071321489
Limerick,2011,5,430000,464000,206,309,0.955555556,0.955555556
Limerick,2012,3,469000,482000,29,78.33333333,0.89398369,0.954216867
Limerick,2013,3,409900,424300,21,136,0.967280164,0.975243811
Limestone Acres,2010,11,200000,210196.3636,51,140.2727273,0.941336971,0.983012458
Limestone Acres,2011,5,218000,219400,37,140.2,0.965250965,0.967418546
Limestone Acres,2012,11,205000,209663.6364,59,79,0.90950432,0.963319748
Limestone Acres,2013,11,215000,208681.8182,62,146.2727273,0.936170213,0.96116124
Limestone Gardens,2010,6,227500,225833.3333,147.5,142.8333333,0.936230742,0.986379633
Limestone Gardens,2011,2,203700,203700,111,111,0.930496053,0.980516061
Limestone Gardens,2012,6,192500,178550,56,83.66666667,0.921296296,0.985771454
Limestone Gardens,2013,7,224000,218571.4286,67,72.57142857,0.970149254,0.986183897
Limestone Hills,2010,20,361500,352355,73,91.45,0.946839409,0.973463804
Limestone Hills,2011,25,290000,304904,121,143.56,0.890903407,0.959942775
Limestone Hills,2012,19,315000,304526.3158,70,111.1578947,0.954834798,0.976811594
Limestone Hills,2013,24,310250,317819.0417,24.5,59.5,0.966614107,0.976698462
Limestone Hills We,2010,19,255000,271894.7368,63,98.36842105,0.94439541,0.972477064
Limestone Hills We,2011,15,248000,250261.6667,36,63.26666667,0.957528958,0.969603694
Limestone Hills We,2012,25,235000,238514.08,18,41.28,0.960784314,0.963238716
Limestone Hills We,2013,18,255250,251772.1667,16,39.66666667,0.978917231,0.983180609
Lindamere,2010,1,309000,309000,131,131,0.981263893,0.981263893
Lindamere,2011,4,240500,214000,61,81.25,0.868396586,0.927013805
Lindamere,2012,6,301500,276083.3333,26.5,33.83333333,0.974530666,0.984481634
Lindamere,2013,5,265000,272700,30,71.8,0.944206009,0.950003393
Linden Green,2010,2,83500,83500,155,155,0.782407407,0.897250191
Linden Green,2011,3,82000,82000,70,52.33333333,0.942857143,0.942857143
Linden Green,2012,5,70000,84300,144,143.2,0.92226614,0.92226614
Linden Green,2013,9,58000,67583.33333,78,108.6666667,0.859813084,0.898876404
Linden Heath,2010,1,217500,217500,27,27,0.87,0.966666667
Linden Heath,2011,7,295600,276214.2857,64,85.71428571,0.950365525,0.971262277
Linden Heath,2012,2,251950,251950,133,133,0.9,0.964788732
Linden Heath,2013,4,283000,283975,27.5,56.25,0.948605781,0.966353383
Linden Hill Square,2010,1,170000,170000,14,14,1,1
Linden Hill Square,2011,1,148000,148000,145,145,0.79144385,0.931403398
Linden Hill Square,2012,1,169900,169900,7,7,1,1
Linden Hill Vil,2012,3,269900,281966.6667,33,33.33333333,0.977777778,1
Linden Hill Vil,2013,1,280000,280000,15,15,0.848742043,0.848742043
Linden Hill Villag,2010,2,280800,280800,187.5,187.5,0.922240207,0.938055529
Linden Hill Villag,2011,3,255000,260833.3333,106,113.3333333,0.981146595,0.981146595
Linden Hill Villag,2012,3,300000,293750,6,17.33333333,1,1
Linden Hill Villag,2013,6,293725,295425,13.5,71.33333333,0.96833351,0.96833351
Linden Knoll,2010,7,136000,145178.5714,197,205.2857143,0.817936007,0.941176471
Linden Knoll,2011,10,126500,125850,79,132.8,0.929529865,0.954691875
Linden Knoll,2012,11,117000,118818.1818,37,92.18181818,0.925925926,0.955414013
Linden Knoll,2013,3,100683,97061,49,65,0.839025,0.839025
Linden Sq,2013,2,170500,170500,126,126,0.923160752,0.961097122
Linden Way,2010,1,260000,260000,157,157,0.896860987,0.945798472
Linden Way,2011,1,250000,250000,222,222,0.862366333,0.917431193
Linden Way,2012,1,249500,249500,10,10,0.998,0.998
Linden Way,2013,3,245000,240666.6667,58,58.66666667,0.942670258,0.982357658
Little Baltimore,2010,2,457000,457000,29.5,29.5,0.979950596,0.979950596
Little Baltimore,2012,1,285000,285000,31,31,1,1
Little Baltimore,2013,1,576000,576000,9,9,1.012302285,1.012302285
Little Falls Vill,2010,3,320000,323333.3333,134,138.3333333,0.923076923,0.938967136
Little Falls Vill,2011,5,310000,323580,186,414.8,0.925649448,0.935483871
Little Falls Vill,2012,3,332000,337333.3333,118,97,0.956521739,0.972492359
Little Falls Vill,2013,5,320000,325600,314,267.6,0.916905444,0.984615385
Little Italy,2010,13,146000,136823.0769,64,75.46153846,0.956502827,0.968366688
Little Italy,2011,19,90000,98818.42105,161,164.8421053,0.860860861,0.957872565
Little Italy,2012,14,110000,123121.5,79,98.71428571,0.875700032,0.941196013
Little Italy,2013,8,122500,130987.5,33.5,73.5,0.91789562,0.969393013
Llangollen Estates,2010,13,185000,189738.4615,91,160.2307692,0.9375,0.977777778
Llangollen Estates,2011,14,202000,194314.2143,126,136.6428571,0.90447932,0.98886312
Llangollen Estates,2012,18,185000,182740.7778,129.5,146.7222222,0.90346908,0.971198761
Llangollen Estates,2013,15,184900,203234.4667,59,120.2666667,0.991111111,1
Llangollen Green,2010,3,272000,256333.3333,372,409.6666667,0.884353741,0.961287516
Llangollen Green,2011,2,233570,233570,37,37,0.935291179,0.987180824
Llangollen Green,2012,1,245000,245000,43,43,1.005004512,1.005004512
Llangollen Green,2013,2,254000,254000,66.5,66.5,0.919161555,0.980721884
Log Run,2013,1,257500,257500,26,26,0.944954128,0.944954128
Londonderry,2010,4,204500,201000,28,88,0.900012369,0.948766468
Londonderry,2011,2,218950,218950,64,64,1.345281706,0.962761372
Londonderry,2012,3,199000,197333.3333,73,99.33333333,0.889284126,1
Londonderry,2013,5,192000,181380,13,71.8,0.947867299,0.96048024
Lone Manor,2010,5,110000,111280,21,88.2,0.974452555,0.974452555
Lone Manor,2011,5,62585,67715,34,54.4,0.874074074,0.90839107
Lone Manor,2012,9,66500,69022.22222,100,111.5555556,0.822002472,0.96124031
Lone Manor,2013,2,81975,81975,24,24,1.013134715,1.013134715
Longmeadow,2010,2,338000,338000,212.5,212.5,0.97452778,0.981528171
Longmeadow,2011,6,311500,317166.6667,136.5,166.3333333,0.932454238,0.98
Longmeadow,2012,4,292500,290000,15.5,19.75,1.007692308,1.007692308
Longmeadow,2013,7,305000,298757.1429,48,160.1428571,0.908484848,0.985147014
Longview Farms,2010,2,250750,250750,93.5,93.5,0.927727568,0.94649289
Longview Farms,2011,5,230000,238400,219,244,0.925737538,0.974882929
Longview Farms,2012,2,245500,245500,192,192,1.016125708,0.998268565
Longview Farms,2013,4,277750,278825,46.5,225,0.974561404,0.974561404
Longwood,2010,1,339500,339500,160,160,1,1
Longwood,2012,1,350000,350000,7,7,1.000285796,1.000285796
Longwood,2013,4,279350,257175,124,116.25,0.910782808,0.973610485
Lumbrook,2010,1,189900,189900,132,132,0.88346127,0.949737434
Lumbrook,2011,2,214450,214450,298,298,0.908271533,0.945582464
Lumbrook,2012,1,210000,210000,70,70,0.933748333,0.95890411
Lums Pond Estates,2010,2,332500,332500,461.5,461.5,0.953781359,0.953781359
Lums Pond Estates,2011,4,304427.5,315528.75,60,67.25,1.149788454,1.143750871
Lums Pond Estates,2012,2,334537.5,334537.5,60.5,60.5,1.24565751,1.237998441
Lums Pond Estates,2013,3,305000,298666.6667,98,84,0.955509107,0.984188448
Lums Pond Ests,2013,1,250000,250000,28,28,0.934579439,0.934579439
Lums Pond Ests Iii,2010,1,143500,143500,16,16,0.859796285,0.897435897
Lums Pond Ests Iii,2011,1,350000,350000,10,10,1.000285796,1.000285796
Lyndalia,2010,1,261000,261000,6,6,1.007722008,1.007722008
Lyndalia,2011,3,160000,145833.3333,41,73,0.847826087,0.847826087
Lyndalia,2012,7,144000,153300,58,55,0.94765204,0.960080849
Lyndalia,2013,3,149900,144133.3333,19,23.66666667,0.955621302,1
Lynemore at Odessa,2012,1,300000,300000,87,87,0.93779306,1.000333444
Lynemore at Odessa,2013,1,272900,272900,12,12,1,1
Lynford,2011,1,156500,156500,144,144,0.727906977,0.869927738
Lynford,2012,5,187000,162980,105,107.6,0.904716532,0.948366702
Lynford,2013,1,194000,194000,99,99,0.977329975,0.977329975
Lynnfield,2010,7,235000,225714.2857,83,94.57142857,0.960384154,0.977777778
Lynnfield,2011,9,189000,180600,49,100.3333333,0.917808219,0.964912281
Lynnfield,2012,8,188950,187412.5,26.5,81.375,0.963951042,0.963951042
Lynnfield,2013,4,199450,199225,11,97.5,1,1
Lynnway Estates,2010,1,775000,775000,12,12,1,1
Madelyn Gardens,2010,1,92000,92000,150,150,0.497566252,0.557913887
Madelyn Gardens,2011,2,328000,328000,78,78,0.984444444,0.985498639
Mallard Pointe,2010,8,265500,272175,80,112.75,0.964050551,0.985275616
Mallard Pointe,2011,9,234900,228877.7778,35,72.44444444,0.960784314,0.965850293
Mallard Pointe,2012,6,215500,219643.3333,70,87.5,0.978442781,0.955656472
Mallard Pointe,2013,6,252800,249016.6667,28.5,57.83333333,1.012585034,1.010204082
Manchester Park,2010,1,150000,150000,99,99,0.882872278,0.882872278
Manchester Park,2013,1,117500,117500,47,47,0.941589403,0.941589403
Manette Heights,2011,2,188000,188000,54,54,0.923574877,0.957685877
Manette Heights,2012,3,160000,160633.3333,31,91.66666667,1,1
Manley,2010,2,390000,390000,115.5,115.5,0.952494415,0.997677089
Manley,2012,2,383750,383750,21,21,0.975308642,0.987341772
Manor Park,2010,2,138450,138450,24.5,24.5,0.971408149,0.971408149
Manor Park,2011,10,78500,91318,26,66.8,0.913903772,0.983764033
Manor Park,2012,12,95500,96520.83333,54,71.58333333,0.950012155,0.963193277
Manor Park,2013,10,103000,97125,37,54.9,0.9287219,0.961523645
Mansion Farms,2010,16,260000,270618.75,113.5,103.875,0.936736717,0.963587585
Mansion Farms,2011,11,240000,248259.0909,81,107.9090909,0.96,1
Mansion Farms,2012,13,236000,264961.5385,30,55.30769231,0.972899729,0.980769231
Mansion Farms,2013,30,239700,259398.3333,26,39.16666667,0.980947305,0.987890589
Mansion Park,2012,1,37500,37500,15,15,1.013513514,1.013513514
Mansion Park,2013,1,48000,48000,183,183,0.685714286,0.96
Maple Hill,2012,1,40000,40000,89,89,0.666666667,1
Maplecrest,2010,4,211500,208500,66.5,100,0.991259162,0.991259162
Maplecrest,2011,1,226000,226000,58,58,0.930424043,0.946002512
Maplecrest,2012,1,175000,175000,259,259,0.849927149,0.972762646
Maplecrest,2013,2,235450,235450,8,8,1.002631579,1.010968432
Maplewood Lane,2013,1,275000,275000,183,183,0.964912281,1
Marabou Meadows,2010,1,268000,268000,15,15,0.957142857,0.957142857
Marabou Meadows,2011,1,195000,195000,78,78,0.975,0.975
Marabou Meadows,2012,1,252200,252200,186,186,0.884912281,0.934420156
Marabou Meadows,2013,1,233000,233000,30,30,0.971238016,0.971238016
Mariners Watch,2010,2,378250,378250,203,203,0.929695469,0.970949721
Mariners Watch,2012,7,370000,381000,80,77.42857143,0.941724942,0.963855422
Mariners Watch,2013,8,408500,397982.5,25.5,58.75,0.990245299,0.990245299
Marra Landing,2012,19,423414,420683.1053,10,23.63157895,1.034944141,1.034944141
Marra Landing,2013,2,401450,401450,3,3,1,1
Marshallton Additi,2011,1,100000,100000,105,105,0.658327847,0.869565217
Marshallton Additi,2012,2,102500,102500,76,76,0.789265851,1.035875769
Marshallton Additi,2013,3,125000,134666.6667,63,58.66666667,0.846805235,0.956521739
Marshallton Green,2011,1,90000,90000,86,86,0.769888794,0.782608696
Marshallton Green,2012,3,185000,153333.3333,120,126.3333333,0.941176471,0.974196946
Marshallton Green,2013,2,163500,163500,64.5,64.5,0.979977643,0.975802066
Marshallton Height,2010,1,207000,207000,133,133,0.985714286,0.985714286
Marshallton Height,2011,4,157000,136750,28,30.75,0.958910893,1
Marshallton Height,2012,1,142500,142500,173,173,0.712856428,0.863636364
Marshallton Height,2013,1,82000,82000,146,146,1.012345679,1.012345679
Marshallton Hgts,2010,4,217000,206911.25,99,106.5,0.948953253,0.95699134
Marshallton Hgts,2011,7,120000,136285.7143,57,111.5714286,0.880352141,0.955414013
Marshallton Hgts,2012,6,150950,157290.3333,125.5,147.8333333,0.896356039,1.000217486
Marshallton Hgts,2013,1,180000,180000,2,2,0.818181818,0.818181818
Masonicville,2011,1,185000,185000,63,63,0.925,0.973684211
Matapeake,2010,1,534977,534977,370,370,0.8559632,0.972862339
Matapeake,2011,1,370000,370000,34,34,0.925231308,0.925231308
Matapeake,2012,1,532500,532500,16,16,0.987940631,0.987940631
Mayfield,2010,2,201750,201750,178,178,0.980954213,1
Mayfield,2012,5,228500,217260,65,127.4,0.936805335,0.972340426
Mayfield,2013,3,197500,184866.6667,7,31.66666667,0.833333333,0.987993997
Mayview Manor,2010,3,89900,93233.33333,26,62.66666667,1,1
Mayview Manor,2012,2,38727.5,38727.5,71.5,71.5,0.851569717,0.965712574
Mccaulley Court,2011,2,162944,162944,110.5,110.5,0.973692498,0.988138266
Mccaulley Court,2013,1,169000,169000,1,1,1.024242424,1.024242424
McDaniel Crest,2010,9,235000,236722.2222,79,106.2222222,0.949391918,0.977777778
McDaniel Crest,2011,17,230000,223347.0588,44,69,0.925,0.97665555
McDaniel Crest,2012,14,212500,211407.1429,29,59.42857143,0.943057482,0.978684807
McDaniel Crest,2013,18,236500,231722.2222,22,42.88888889,0.969387109,0.979557781
McDaniel Heights,2010,4,285250,285850,36.5,31.75,0.97789855,0.97789855
McDaniel Heights,2011,6,223450,222566.6667,45.5,65.5,0.96095292,0.980635658
McDaniel Heights,2012,3,228000,262333.3333,43,36.33333333,0.9375,0.961538462
McDaniel Heights,2013,9,250000,250711.1111,85,125.3333333,0.87961366,0.96
McMullen Square,2011,3,124000,133736.6667,211,340.6666667,0.694703486,0.992
McMullen Square,2012,2,140312.5,140312.5,100.5,100.5,0.942495101,1.009469697
McMullen Square,2013,1,170000,170000,709,709,0.68,1
Meadow Brook Farms,2010,1,204900,204900,32,32,1,1
Meadow Brook Farms,2011,1,253500,253500,60,60,0.889473684,0.938888889
Meadow Glen,2010,3,339000,340966.6667,12,47,0.96926376,0.974645266
Meadow Glen,2012,3,344000,316333.3333,64,54,0.955555556,0.983138039
Meadow Run,2013,1,365000,365000,24,24,0.989159892,0.989159892
Meadow Vista,2011,1,160000,160000,64,64,0.747663551,0.849617672
Meadow Vista,2012,4,163750,166875,59,100.25,0.928282244,0.979209349
Meadow Vista,2013,4,198500,194750,42,65.25,0.993252676,0.988704472
Meadowbrook Farms S,2012,1,285000,285000,292,292,0.890903407,0.950316772
Meadowdale,2010,2,353250,353250,58.5,58.5,0.885353839,0.945151295
Meadowdale,2012,2,307500,307500,219.5,219.5,0.901808339,0.976345224
Meadowdale,2013,4,388250,360075,13,14.25,0.946563172,0.954141331
Meadowood,2010,14,221000,219528.6429,89.5,141.7142857,0.944798695,0.970013984
Meadowood,2011,8,214500,197850,103.5,100.125,0.955963943,0.981748057
Meadowood,2012,16,194500,194255,22,61.6875,0.963224098,0.97796964
Meadowood,2013,19,200000,200931.5789,36,51.21052632,0.928996283,0.962981491
Meadowood II,2011,1,230000,230000,60,60,0.920368147,0.93915884
Meadowood II,2013,1,239900,239900,3,3,1,1
Meadows Of Wilton,2010,7,157900,150432.8571,24,127,0.967311541,0.987492183
Meadows Of Wilton,2011,10,113000,116050,56.5,78.6,0.935869084,0.97037037
Meadows Of Wilton,2012,13,96000,102230.7692,64,91,0.966666667,1
Meadows Of Wilton,2013,12,111250,110833.3333,18.5,45.08333333,0.985721089,0.992176867
Meeting House Hill,2010,7,230000,238928.5714,51,83.28571429,0.926116485,0.950475238
Meeting House Hill,2011,5,195000,206100,86,117,0.89490592,1.000041178
Meeting House Hill,2012,6,216500,208833.3333,100.5,92.5,0.941713789,0.977645199
